"year","period","periodName","value","state","quarter"
"1984","M01","January","11.7","AK",NA
"1984","M02","February","11.8","AK",NA
"1984","M03","March","11.3","AK","1"
"1984","M04","April","10.8","AK",NA
"1984","M05","May","10.1","AK",NA
"1984","M06","June","10.0","AK","2"
"1984","M07","July","8.7","AK",NA
"1984","M08","August","8.1","AK",NA
"1984","M09","September","8.5","AK","3"
"1984","M10","October","8.7","AK",NA
"1984","M11","November","9.4","AK",NA
"1984","M12","December","9.3","AK","4"
"1985","M01","January","10.6","AK",NA
"1985","M02","February","11.0","AK",NA
"1985","M03","March","10.9","AK","1"
"1985","M04","April","10.5","AK",NA
"1985","M05","May","9.7","AK",NA
"1985","M06","June","9.9","AK","2"
"1985","M07","July","8.9","AK",NA
"1985","M08","August","8.2","AK",NA
"1985","M09","September","8.3","AK","3"
"1985","M10","October","8.8","AK",NA
"1985","M11","November","9.7","AK",NA
"1985","M12","December","10.1","AK","4"
"1986","M01","January","11.4","AK",NA
"1986","M02","February","12.0","AK",NA
"1986","M03","March","12.0","AK","1"
"1986","M04","April","11.9","AK",NA
"1986","M05","May","11.1","AK",NA
"1986","M06","June","11.3","AK","2"
"1986","M07","July","10.2","AK",NA
"1986","M08","August","9.8","AK",NA
"1986","M09","September","9.9","AK","3"
"1986","M10","October","10.2","AK",NA
"1986","M11","November","10.6","AK",NA
"1986","M12","December","11.0","AK","4"
"1987","M01","January","12.0","AK",NA
"1987","M02","February","12.2","AK",NA
"1987","M03","March","12.0","AK","1"
"1987","M04","April","11.1","AK",NA
"1987","M05","May","10.6","AK",NA
"1987","M06","June","10.7","AK","2"
"1987","M07","July","9.1","AK",NA
"1987","M08","August","8.5","AK",NA
"1987","M09","September","9.0","AK","3"
"1987","M10","October","9.2","AK",NA
"1987","M11","November","9.5","AK",NA
"1987","M12","December","9.5","AK","4"
"1988","M01","January","10.5","AK",NA
"1988","M02","February","10.8","AK",NA
"1988","M03","March","10.4","AK","1"
"1988","M04","April","9.5","AK",NA
"1988","M05","May","9.1","AK",NA
"1988","M06","June","8.9","AK","2"
"1988","M07","July","7.7","AK",NA
"1988","M08","August","7.3","AK",NA
"1988","M09","September","7.5","AK","3"
"1988","M10","October","7.8","AK",NA
"1988","M11","November","8.2","AK",NA
"1988","M12","December","8.0","AK","4"
"1989","M01","January","8.9","AK",NA
"1989","M02","February","9.0","AK",NA
"1989","M03","March","8.2","AK","1"
"1989","M04","April","7.3","AK",NA
"1989","M05","May","6.7","AK",NA
"1989","M06","June","6.8","AK","2"
"1989","M07","July","5.8","AK",NA
"1989","M08","August","5.4","AK",NA
"1989","M09","September","6.0","AK","3"
"1989","M10","October","6.3","AK",NA
"1989","M11","November","6.9","AK",NA
"1989","M12","December","7.1","AK","4"
"1990","M01","January","8.5","AK",NA
"1990","M02","February","8.6","AK",NA
"1990","M03","March","8.2","AK","1"
"1990","M04","April","7.6","AK",NA
"1990","M05","May","7.2","AK",NA
"1990","M06","June","7.1","AK","2"
"1990","M07","July","6.1","AK",NA
"1990","M08","August","6.0","AK",NA
"1990","M09","September","6.2","AK","3"
"1990","M10","October","6.7","AK",NA
"1990","M11","November","7.2","AK",NA
"1990","M12","December","7.5","AK","4"
"1991","M01","January","8.7","AK",NA
"1991","M02","February","9.1","AK",NA
"1991","M03","March","8.9","AK","1"
"1991","M04","April","8.5","AK",NA
"1991","M05","May","8.2","AK",NA
"1991","M06","June","8.5","AK","2"
"1991","M07","July","7.6","AK",NA
"1991","M08","August","7.3","AK",NA
"1991","M09","September","7.9","AK","3"
"1991","M10","October","8.4","AK",NA
"1991","M11","November","9.1","AK",NA
"1991","M12","December","9.5","AK","4"
"1992","M01","January","10.6","AK",NA
"1992","M02","February","10.7","AK",NA
"1992","M03","March","10.2","AK","1"
"1992","M04","April","9.5","AK",NA
"1992","M05","May","9.1","AK",NA
"1992","M06","June","9.1","AK","2"
"1992","M07","July","7.9","AK",NA
"1992","M08","August","7.5","AK",NA
"1992","M09","September","7.8","AK","3"
"1992","M10","October","8.1","AK",NA
"1992","M11","November","8.4","AK",NA
"1992","M12","December","8.3","AK","4"
"1993","M01","January","9.0","AK",NA
"1993","M02","February","9.1","AK",NA
"1993","M03","March","8.7","AK","1"
"1993","M04","April","8.2","AK",NA
"1993","M05","May","7.8","AK",NA
"1993","M06","June","7.7","AK","2"
"1993","M07","July","6.7","AK",NA
"1993","M08","August","6.3","AK",NA
"1993","M09","September","6.7","AK","3"
"1993","M10","October","7.0","AK",NA
"1993","M11","November","7.5","AK",NA
"1993","M12","December","7.6","AK","4"
"1994","M01","January","8.8","AK",NA
"1994","M02","February","9.0","AK",NA
"1994","M03","March","8.7","AK","1"
"1994","M04","April","8.2","AK",NA
"1994","M05","May","7.9","AK",NA
"1994","M06","June","7.6","AK","2"
"1994","M07","July","6.8","AK",NA
"1994","M08","August","6.3","AK",NA
"1994","M09","September","6.4","AK","3"
"1994","M10","October","6.8","AK",NA
"1994","M11","November","7.3","AK",NA
"1994","M12","December","7.5","AK","4"
"1995","M01","January","8.5","AK",NA
"1995","M02","February","8.6","AK",NA
"1995","M03","March","8.1","AK","1"
"1995","M04","April","7.4","AK",NA
"1995","M05","May","7.0","AK",NA
"1995","M06","June","7.3","AK","2"
"1995","M07","July","6.3","AK",NA
"1995","M08","August","6.0","AK",NA
"1995","M09","September","6.5","AK","3"
"1995","M10","October","6.8","AK",NA
"1995","M11","November","7.5","AK",NA
"1995","M12","December","7.9","AK","4"
"1996","M01","January","9.0","AK",NA
"1996","M02","February","9.0","AK",NA
"1996","M03","March","8.7","AK","1"
"1996","M04","April","8.1","AK",NA
"1996","M05","May","7.4","AK",NA
"1996","M06","June","7.5","AK","2"
"1996","M07","July","6.7","AK",NA
"1996","M08","August","6.3","AK",NA
"1996","M09","September","6.5","AK","3"
"1996","M10","October","6.9","AK",NA
"1996","M11","November","7.4","AK",NA
"1996","M12","December","7.8","AK","4"
"1997","M01","January","8.6","AK",NA
"1997","M02","February","8.8","AK",NA
"1997","M03","March","8.4","AK","1"
"1997","M04","April","7.8","AK",NA
"1997","M05","May","7.1","AK",NA
"1997","M06","June","7.2","AK","2"
"1997","M07","July","6.3","AK",NA
"1997","M08","August","5.9","AK",NA
"1997","M09","September","6.1","AK","3"
"1997","M10","October","6.3","AK",NA
"1997","M11","November","6.6","AK",NA
"1997","M12","December","6.7","AK","4"
"1998","M01","January","7.5","AK",NA
"1998","M02","February","7.6","AK",NA
"1998","M03","March","7.2","AK","1"
"1998","M04","April","6.5","AK",NA
"1998","M05","May","6.2","AK",NA
"1998","M06","June","6.5","AK","2"
"1998","M07","July","5.5","AK",NA
"1998","M08","August","5.2","AK",NA
"1998","M09","September","5.5","AK","3"
"1998","M10","October","5.8","AK",NA
"1998","M11","November","6.3","AK",NA
"1998","M12","December","6.5","AK","4"
"1999","M01","January","7.5","AK",NA
"1999","M02","February","8.0","AK",NA
"1999","M03","March","7.5","AK","1"
"1999","M04","April","6.9","AK",NA
"1999","M05","May","6.6","AK",NA
"1999","M06","June","6.6","AK","2"
"1999","M07","July","5.7","AK",NA
"1999","M08","August","5.2","AK",NA
"1999","M09","September","5.4","AK","3"
"1999","M10","October","5.7","AK",NA
"1999","M11","November","6.2","AK",NA
"1999","M12","December","6.4","AK","4"
"2000","M01","January","7.4","AK",NA
"2000","M02","February","7.5","AK",NA
"2000","M03","March","7.2","AK","1"
"2000","M04","April","6.7","AK",NA
"2000","M05","May","6.4","AK",NA
"2000","M06","June","6.4","AK","2"
"2000","M07","July","5.5","AK",NA
"2000","M08","August","5.2","AK",NA
"2000","M09","September","5.6","AK","3"
"2000","M10","October","5.8","AK",NA
"2000","M11","November","6.3","AK",NA
"2000","M12","December","6.5","AK","4"
"2001","M01","January","7.5","AK",NA
"2001","M02","February","7.4","AK",NA
"2001","M03","March","7.1","AK","1"
"2001","M04","April","6.7","AK",NA
"2001","M05","May","6.4","AK",NA
"2001","M06","June","6.5","AK","2"
"2001","M07","July","5.6","AK",NA
"2001","M08","August","5.3","AK",NA
"2001","M09","September","5.5","AK","3"
"2001","M10","October","5.9","AK",NA
"2001","M11","November","6.5","AK",NA
"2001","M12","December","6.8","AK","4"
"2002","M01","January","7.8","AK",NA
"2002","M02","February","8.0","AK",NA
"2002","M03","March","8.0","AK","1"
"2002","M04","April","7.6","AK",NA
"2002","M05","May","7.2","AK",NA
"2002","M06","June","7.4","AK","2"
"2002","M07","July","6.6","AK",NA
"2002","M08","August","6.3","AK",NA
"2002","M09","September","6.6","AK","3"
"2002","M10","October","6.9","AK",NA
"2002","M11","November","7.4","AK",NA
"2002","M12","December","7.7","AK","4"
"2003","M01","January","8.7","AK",NA
"2003","M02","February","9.0","AK",NA
"2003","M03","March","8.7","AK","1"
"2003","M04","April","8.2","AK",NA
"2003","M05","May","7.7","AK",NA
"2003","M06","June","7.9","AK","2"
"2003","M07","July","7.1","AK",NA
"2003","M08","August","6.7","AK",NA
"2003","M09","September","6.9","AK","3"
"2003","M10","October","7.2","AK",NA
"2003","M11","November","7.8","AK",NA
"2003","M12","December","8.0","AK","4"
"2004","M01","January","8.8","AK",NA
"2004","M02","February","8.9","AK",NA
"2004","M03","March","8.5","AK","1"
"2004","M04","April","7.8","AK",NA
"2004","M05","May","7.4","AK",NA
"2004","M06","June","7.6","AK","2"
"2004","M07","July","6.5","AK",NA
"2004","M08","August","6.2","AK",NA
"2004","M09","September","6.5","AK","3"
"2004","M10","October","6.8","AK",NA
"2004","M11","November","7.2","AK",NA
"2004","M12","December","7.3","AK","4"
"2005","M01","January","8.1","AK",NA
"2005","M02","February","8.2","AK",NA
"2005","M03","March","7.7","AK","1"
"2005","M04","April","7.0","AK",NA
"2005","M05","May","6.7","AK",NA
"2005","M06","June","6.8","AK","2"
"2005","M07","July","6.0","AK",NA
"2005","M08","August","5.7","AK",NA
"2005","M09","September","6.0","AK","3"
"2005","M10","October","6.4","AK",NA
"2005","M11","November","6.9","AK",NA
"2005","M12","December","7.1","AK","4"
"2006","M01","January","7.9","AK",NA
"2006","M02","February","7.9","AK",NA
"2006","M03","March","7.5","AK","1"
"2006","M04","April","7.0","AK",NA
"2006","M05","May","6.6","AK",NA
"2006","M06","June","6.5","AK","2"
"2006","M07","July","5.8","AK",NA
"2006","M08","August","5.5","AK",NA
"2006","M09","September","5.7","AK","3"
"2006","M10","October","6.0","AK",NA
"2006","M11","November","6.4","AK",NA
"2006","M12","December","6.6","AK","4"
"2007","M01","January","7.3","AK",NA
"2007","M02","February","7.3","AK",NA
"2007","M03","March","7.1","AK","1"
"2007","M04","April","6.5","AK",NA
"2007","M05","May","6.2","AK",NA
"2007","M06","June","6.4","AK","2"
"2007","M07","July","5.6","AK",NA
"2007","M08","August","5.4","AK",NA
"2007","M09","September","5.6","AK","3"
"2007","M10","October","5.8","AK",NA
"2007","M11","November","6.3","AK",NA
"2007","M12","December","6.5","AK","4"
"2008","M01","January","7.4","AK",NA
"2008","M02","February","7.6","AK",NA
"2008","M03","March","7.3","AK","1"
"2008","M04","April","6.9","AK",NA
"2008","M05","May","6.6","AK",NA
"2008","M06","June","6.7","AK","2"
"2008","M07","July","6.0","AK",NA
"2008","M08","August","5.8","AK",NA
"2008","M09","September","5.9","AK","3"
"2008","M10","October","6.3","AK",NA
"2008","M11","November","6.8","AK",NA
"2008","M12","December","7.0","AK","4"
"2009","M01","January","8.0","AK",NA
"2009","M02","February","8.3","AK",NA
"2009","M03","March","8.3","AK","1"
"2009","M04","April","7.9","AK",NA
"2009","M05","May","7.7","AK",NA
"2009","M06","June","7.9","AK","2"
"2009","M07","July","7.1","AK",NA
"2009","M08","August","6.9","AK",NA
"2009","M09","September","7.2","AK","3"
"2009","M10","October","7.6","AK",NA
"2009","M11","November","8.0","AK",NA
"2009","M12","December","8.0","AK","4"
"2010","M01","January","8.9","AK",NA
"2010","M02","February","9.1","AK",NA
"2010","M03","March","8.9","AK","1"
"2010","M04","April","8.3","AK",NA
"2010","M05","May","7.8","AK",NA
"2010","M06","June","7.8","AK","2"
"2010","M07","July","7.0","AK",NA
"2010","M08","August","6.8","AK",NA
"2010","M09","September","7.0","AK","3"
"2010","M10","October","7.3","AK",NA
"2010","M11","November","7.7","AK",NA
"2010","M12","December","8.0","AK","4"
"2011","M01","January","8.7","AK",NA
"2011","M02","February","8.8","AK",NA
"2011","M03","March","8.4","AK","1"
"2011","M04","April","7.9","AK",NA
"2011","M05","May","7.4","AK",NA
"2011","M06","June","7.6","AK","2"
"2011","M07","July","6.8","AK",NA
"2011","M08","August","6.6","AK",NA
"2011","M09","September","6.7","AK","3"
"2011","M10","October","7.0","AK",NA
"2011","M11","November","7.4","AK",NA
"2011","M12","December","7.8","AK","4"
"2012","M01","January","8.2","AK",NA
"2012","M02","February","8.3","AK",NA
"2012","M03","March","8.0","AK","1"
"2012","M04","April","7.5","AK",NA
"2012","M05","May","7.1","AK",NA
"2012","M06","June","7.2","AK","2"
"2012","M07","July","6.5","AK",NA
"2012","M08","August","6.1","AK",NA
"2012","M09","September","6.3","AK","3"
"2012","M10","October","6.4","AK",NA
"2012","M11","November","6.9","AK",NA
"2012","M12","December","7.2","AK","4"
"2013","M01","January","8.0","AK",NA
"2013","M02","February","8.0","AK",NA
"2013","M03","March","7.6","AK","1"
"2013","M04","April","7.2","AK",NA
"2013","M05","May","7.0","AK",NA
"2013","M06","June","7.1","AK","2"
"2013","M07","July","6.3","AK",NA
"2013","M08","August","5.9","AK",NA
"2013","M09","September","6.2","AK","3"
"2013","M10","October","6.6","AK",NA
"2013","M11","November","7.0","AK",NA
"2013","M12","December","7.0","AK","4"
"2014","M01","January","7.8","AK",NA
"2014","M02","February","8.0","AK",NA
"2014","M03","March","7.7","AK","1"
"2014","M04","April","7.2","AK",NA
"2014","M05","May","6.9","AK",NA
"2014","M06","June","7.0","AK","2"
"2014","M07","July","6.3","AK",NA
"2014","M08","August","6.0","AK",NA
"2014","M09","September","6.2","AK","3"
"2014","M10","October","6.2","AK",NA
"2014","M11","November","6.6","AK",NA
"2014","M12","December","6.6","AK","4"
"2015","M01","January","7.3","AK",NA
"2015","M02","February","7.4","AK",NA
"2015","M03","March","7.2","AK","1"
"2015","M04","April","6.7","AK",NA
"2015","M05","May","6.4","AK",NA
"2015","M06","June","6.5","AK","2"
"2015","M07","July","5.8","AK",NA
"2015","M08","August","5.5","AK",NA
"2015","M09","September","5.8","AK","3"
"2015","M10","October","6.2","AK",NA
"2015","M11","November","6.6","AK",NA
"2015","M12","December","6.8","AK","4"
"2016","M01","January","7.5","AK",NA
"2016","M02","February","7.7","AK",NA
"2016","M03","March","7.5","AK","1"
"2016","M04","April","7.0","AK",NA
"2016","M05","May","6.8","AK",NA
"2016","M06","June","6.9","AK","2"
"2016","M07","July","6.2","AK",NA
"2016","M08","August","6.0","AK",NA
"2016","M09","September","6.3","AK","3"
"2016","M10","October","6.5","AK",NA
"2016","M11","November","6.9","AK",NA
"2016","M12","December","7.1","AK","4"
"2017","M01","January","7.8","AK",NA
"2017","M02","February","7.9","AK",NA
"2017","M03","March","7.6","AK","1"
"2017","M04","April","7.2","AK",NA
"2017","M05","May","6.9","AK",NA
"2017","M06","June","6.9","AK","2"
"2017","M07","July","6.3","AK",NA
"2017","M08","August","6.1","AK",NA
"2017","M09","September","6.3","AK","3"
"2017","M10","October","6.4","AK",NA
"2017","M11","November","6.8","AK",NA
"2017","M12","December","7.0","AK","4"
"2018","M01","January","7.5","AK",NA
"2018","M02","February","7.6","AK",NA
"2018","M03","March","7.2","AK","1"
"2018","M04","April","6.8","AK",NA
"2018","M05","May","6.5","AK",NA
"2018","M06","June","6.5","AK","2"
"2018","M07","July","5.8","AK",NA
"2018","M08","August","5.5","AK",NA
"2018","M09","September","5.7","AK","3"
"2018","M10","October","5.8","AK",NA
"2018","M11","November","6.2","AK",NA
"2018","M12","December","6.3","AK","4"
"2019","M01","January","6.9","AK",NA
"2019","M02","February","7.0","AK",NA
"2019","M03","March","6.8","AK","1"
"2019","M04","April","6.3","AK",NA
"2019","M05","May","6.0","AK",NA
"2019","M06","June","6.3","AK","2"
"2019","M07","July","5.6","AK",NA
"2019","M08","August","5.3","AK",NA
"2019","M09","September","5.5","AK","3"
"2019","M10","October","5.7","AK",NA
"2019","M11","November","6.1","AK",NA
"2019","M12","December","6.1","AK","4"
"2020","M01","January","6.6","AK",NA
"2020","M02","February","5.9","AK",NA
"2020","M03","March","5.9","AK","1"
"2020","M04","April","13.7","AK",NA
"2020","M05","May","12.6","AK",NA
"2020","M06","June","12.3","AK","2"
"2020","M07","July","10.8","AK",NA
"2020","M08","August","6.4","AK",NA
"2020","M09","September","true","AK","3"
"1976","M01","January","7.9","AL",NA
"1976","M02","February","7.7","AL",NA
"1976","M03","March","6.1","AL","1"
"1976","M04","April","5.7","AL",NA
"1976","M05","May","5.2","AL",NA
"1976","M06","June","7.7","AL","2"
"1976","M07","July","7.3","AL",NA
"1976","M08","August","7.3","AL",NA
"1976","M09","September","6.8","AL","3"
"1976","M10","October","6.6","AL",NA
"1976","M11","November","6.8","AL",NA
"1976","M12","December","6.6","AL","4"
"1977","M01","January","7.5","AL",NA
"1977","M02","February","9.0","AL",NA
"1977","M03","March","7.7","AL","1"
"1977","M04","April","7.2","AL",NA
"1977","M05","May","6.8","AL",NA
"1977","M06","June","8.6","AL","2"
"1977","M07","July","8.0","AL",NA
"1977","M08","August","7.8","AL",NA
"1977","M09","September","6.7","AL","3"
"1977","M10","October","6.3","AL",NA
"1977","M11","November","6.3","AL",NA
"1977","M12","December","6.0","AL","4"
"1978","M01","January","7.1","AL",NA
"1978","M02","February","6.9","AL",NA
"1978","M03","March","6.2","AL","1"
"1978","M04","April","5.4","AL",NA
"1978","M05","May","5.1","AL",NA
"1978","M06","June","6.9","AL","2"
"1978","M07","July","6.7","AL",NA
"1978","M08","August","6.7","AL",NA
"1978","M09","September","6.5","AL","3"
"1978","M10","October","6.3","AL",NA
"1978","M11","November","6.3","AL",NA
"1978","M12","December","6.5","AL","4"
"1979","M01","January","6.7","AL",NA
"1979","M02","February","7.5","AL",NA
"1979","M03","March","6.9","AL","1"
"1979","M04","April","6.6","AL",NA
"1979","M05","May","6.4","AL",NA
"1979","M06","June","8.4","AL","2"
"1979","M07","July","7.7","AL",NA
"1979","M08","August","7.8","AL",NA
"1979","M09","September","7.1","AL","3"
"1979","M10","October","7.2","AL",NA
"1979","M11","November","6.9","AL",NA
"1979","M12","December","6.7","AL","4"
"1980","M01","January","7.7","AL",NA
"1980","M02","February","7.8","AL",NA
"1980","M03","March","7.4","AL","1"
"1980","M04","April","7.4","AL",NA
"1980","M05","May","8.4","AL",NA
"1980","M06","June","9.7","AL","2"
"1980","M07","July","10.4","AL",NA
"1980","M08","August","10.3","AL",NA
"1980","M09","September","9.3","AL","3"
"1980","M10","October","9.6","AL",NA
"1980","M11","November","9.4","AL",NA
"1980","M12","December","9.0","AL","4"
"1981","M01","January","10.0","AL",NA
"1981","M02","February","10.3","AL",NA
"1981","M03","March","9.5","AL","1"
"1981","M04","April","9.1","AL",NA
"1981","M05","May","9.4","AL",NA
"1981","M06","June","11.1","AL","2"
"1981","M07","July","10.4","AL",NA
"1981","M08","August","10.9","AL",NA
"1981","M09","September","10.8","AL","3"
"1981","M10","October","11.7","AL",NA
"1981","M11","November","11.5","AL",NA
"1981","M12","December","11.8","AL","4"
"1982","M01","January","13.2","AL",NA
"1982","M02","February","13.2","AL",NA
"1982","M03","March","12.9","AL","1"
"1982","M04","April","12.6","AL",NA
"1982","M05","May","12.8","AL",NA
"1982","M06","June","14.5","AL","2"
"1982","M07","July","14.7","AL",NA
"1982","M08","August","14.8","AL",NA
"1982","M09","September","14.7","AL","3"
"1982","M10","October","15.1","AL",NA
"1982","M11","November","15.4","AL",NA
"1982","M12","December","15.3","AL","4"
"1983","M01","January","16.0","AL",NA
"1983","M02","February","16.0","AL",NA
"1983","M03","March","14.5","AL","1"
"1983","M04","April","13.7","AL",NA
"1983","M05","May","13.3","AL",NA
"1983","M06","June","14.6","AL","2"
"1983","M07","July","13.9","AL",NA
"1983","M08","August","13.8","AL",NA
"1983","M09","September","13.2","AL","3"
"1983","M10","October","12.8","AL",NA
"1983","M11","November","12.1","AL",NA
"1983","M12","December","11.8","AL","4"
"1984","M01","January","12.5","AL",NA
"1984","M02","February","12.4","AL",NA
"1984","M03","March","11.4","AL","1"
"1984","M04","April","10.8","AL",NA
"1984","M05","May","10.1","AL",NA
"1984","M06","June","11.3","AL","2"
"1984","M07","July","11.5","AL",NA
"1984","M08","August","11.3","AL",NA
"1984","M09","September","10.8","AL","3"
"1984","M10","October","10.2","AL",NA
"1984","M11","November","9.7","AL",NA
"1984","M12","December","10.1","AL","4"
"1985","M01","January","10.7","AL",NA
"1985","M02","February","10.5","AL",NA
"1985","M03","March","9.8","AL","1"
"1985","M04","April","8.7","AL",NA
"1985","M05","May","8.4","AL",NA
"1985","M06","June","9.6","AL","2"
"1985","M07","July","9.2","AL",NA
"1985","M08","August","8.8","AL",NA
"1985","M09","September","8.6","AL","3"
"1985","M10","October","8.6","AL",NA
"1985","M11","November","8.4","AL",NA
"1985","M12","December","8.7","AL","4"
"1986","M01","January","9.3","AL",NA
"1986","M02","February","10.4","AL",NA
"1986","M03","March","10.1","AL","1"
"1986","M04","April","9.4","AL",NA
"1986","M05","May","9.4","AL",NA
"1986","M06","June","10.5","AL","2"
"1986","M07","July","9.7","AL",NA
"1986","M08","August","9.6","AL",NA
"1986","M09","September","9.7","AL","3"
"1986","M10","October","9.7","AL",NA
"1986","M11","November","9.6","AL",NA
"1986","M12","December","9.0","AL","4"
"1987","M01","January","9.9","AL",NA
"1987","M02","February","9.8","AL",NA
"1987","M03","March","8.9","AL","1"
"1987","M04","April","7.7","AL",NA
"1987","M05","May","7.7","AL",NA
"1987","M06","June","8.2","AL","2"
"1987","M07","July","7.8","AL",NA
"1987","M08","August","7.7","AL",NA
"1987","M09","September","7.5","AL","3"
"1987","M10","October","7.5","AL",NA
"1987","M11","November","7.3","AL",NA
"1987","M12","December","7.0","AL","4"
"1988","M01","January","7.8","AL",NA
"1988","M02","February","7.9","AL",NA
"1988","M03","March","6.8","AL","1"
"1988","M04","April","6.5","AL",NA
"1988","M05","May","6.6","AL",NA
"1988","M06","June","7.4","AL","2"
"1988","M07","July","7.2","AL",NA
"1988","M08","August","7.5","AL",NA
"1988","M09","September","7.2","AL","3"
"1988","M10","October","7.2","AL",NA
"1988","M11","November","7.3","AL",NA
"1988","M12","December","7.1","AL","4"
"1989","M01","January","8.1","AL",NA
"1989","M02","February","7.4","AL",NA
"1989","M03","March","6.7","AL","1"
"1989","M04","April","6.8","AL",NA
"1989","M05","May","6.6","AL",NA
"1989","M06","June","8.0","AL","2"
"1989","M07","July","7.4","AL",NA
"1989","M08","August","7.2","AL",NA
"1989","M09","September","6.9","AL","3"
"1989","M10","October","6.6","AL",NA
"1989","M11","November","6.6","AL",NA
"1989","M12","December","6.2","AL","4"
"1990","M01","January","6.9","AL",NA
"1990","M02","February","7.5","AL",NA
"1990","M03","March","6.8","AL","1"
"1990","M04","April","6.3","AL",NA
"1990","M05","May","6.2","AL",NA
"1990","M06","June","6.9","AL","2"
"1990","M07","July","6.9","AL",NA
"1990","M08","August","7.1","AL",NA
"1990","M09","September","6.8","AL","3"
"1990","M10","October","6.6","AL",NA
"1990","M11","November","6.6","AL",NA
"1990","M12","December","6.6","AL","4"
"1991","M01","January","7.7","AL",NA
"1991","M02","February","8.3","AL",NA
"1991","M03","March","7.6","AL","1"
"1991","M04","April","6.9","AL",NA
"1991","M05","May","7.1","AL",NA
"1991","M06","June","8.1","AL","2"
"1991","M07","July","7.6","AL",NA
"1991","M08","August","7.4","AL",NA
"1991","M09","September","6.9","AL","3"
"1991","M10","October","6.7","AL",NA
"1991","M11","November","6.7","AL",NA
"1991","M12","December","7.1","AL","4"
"1992","M01","January","8.1","AL",NA
"1992","M02","February","8.4","AL",NA
"1992","M03","March","7.6","AL","1"
"1992","M04","April","7.0","AL",NA
"1992","M05","May","7.3","AL",NA
"1992","M06","June","8.7","AL","2"
